,SERIAL_NO,DICT_NO,C_NO,SCC,NO_P,FC,TSP_EMI,PM_EMI,X_BLANK1,PM25_EMI,SOX_EMI,NOX_EMI,THC_EMI,NMHC_EMI,CO_EMI,PB_EMI,COMP_KIND1,WGS84_E,WGS84_N,ORI_QU1,X_BLANK2,DIA,X_BLANK3,HEI,X_BLANK4,TEMP,X_BLANK5,VEL,ASSUME_Q,ASSUME_D,ASSUME_H,ASSUME_T,ASSUME_V,NO_S,ASSUME_HD,HD1,ASSUME_DW,DW1,ASSUME_WY,WY1,X_BLANK6,X_BLANK7,X_BLANK8,X_BLANK9,X_BLANK10,X_BLANK11,EQ_1,A_NAME1,EQ_2,A_NAME2,EQ_3,A_NAME3,EQ_4,A_NAME4,EQ_5,A_NAME5,TSP_EFF,TSP_EFF1,SOX_EFF,NOX_EFF,VOC_EFF,CO_EFF,PB_EFF,ID_AREA,COMP_NAM,ZS,TSP_RANK,SOX_RANK,NOX_RANK,VOC_RANK,CO_RANK,PB_RANK,鄉鎮代碼,鄉鎮名稱,縣市代碼,縣市名稱,AREA,TOWNID,TOWNCODE,TOWNENG,COUNTYID,COUNTYCODE
779,25569,211,E5600841,,EO4W,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.36662,22.5432,8139.1,,4.0,,46.5,,41,,12.9,,,,,,PO3J,,24,,7,,52,,0,,,0,0,AO3N,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
780,25570,211,E5600841,20101001,EO4Y,FUL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.36662,22.5432,8139.1,,4.0,,46.5,,41,,12.9,,,,,,PO3J,,24,,7,,52,,0,,,0,0,AO3N,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
781,25571,211,E5600841,30101885,EO53,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.36662,22.5432,8139.1,,4.0,,46.5,,41,,12.9,,,,,,PO3J,,24,,7,,52,,0,,,0,0,AO3N,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
782,25572,211,E5600841,,EO54,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.36662,22.5432,8139.1,,4.0,,46.5,,41,,12.9,,,,,,PO3J,,24,,7,,52,,0,,,0,0,AO3N,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
783,25573,211,E5600841,,EO55,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.36662,22.5432,8139.1,,4.0,,46.5,,41,,12.9,,,,,,PO3J,,24,,7,,52,,0,,,0,0,AO3N,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
784,25574,211,E5600841,,EO58,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.36662,22.5432,8139.1,,4.0,,46.5,,41,,12.9,,,,,,PO3J,,24,,7,,52,,0,,,0,0,AO3N,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
785,25575,211,E5600841,,EO59,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.36662,22.5432,8139.1,,4.0,,46.5,,41,,12.9,,,,,,PO3J,,24,,7,,52,,0,,,0,0,AO3N,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
786,25576,211,E5600841,30390021,EP11,,2.23,1.536,0.0,1.28,106.996,85.159,0.0,0.0,25.775,0.001,2411,120.35123,22.54755,4047.1,,3.1,,38.0,,186,,16.4,,,,,,PP11,,24,,7,,52,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
787,25577,211,E5600841,10100401,EP21,FUL,2.229,1.535,0.0,1.279,126.847,119.006,0.0,0.0,27.361,0.001,2411,120.35099,22.54774,4067.3,,3.1,,38.0,,184,,16.5,,,,,,PP21,,24,,7,,52,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
788,25578,211,E5600841,10100601,EP31,FUL,2.059,1.418,0.0,1.181,115.607,79.456,0.0,0.0,30.005,0.001,2411,120.35067,22.54766,4541.7,,3.1,,38.0,,186,,18.2,,,,,,PP31,,24,,7,,52,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
789,25579,211,E5600841,10100401,EP41,FUL,2.368,1.631,0.0,1.359,86.5,73.989,0.0,0.0,24.949,0.001,2411,120.35087,22.54758,4744.2,,3.1,,38.0,,194,,19.6,,,,,,PP41,,24,,7,,52,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
790,25580,211,E5600841,10100401,EP51,FUL,2.027,1.396,0.0,1.163,88.731,84.844,0.0,0.0,26.934,0.001,2411,120.35099,22.54739,3681.7,,3.1,,38.0,,211,,15.8,,,,,,PP51,,24,,7,,52,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,C,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
791,25581,211,E5600841,10100601,EP61,FUL,3.543,2.44,0.0,2.033,176.99,99.573,0.0,0.0,97.776,0.002,2411,120.33636,22.53976,3695.9,,3.5,,74.7,,126,,10.4,,,,,,PP61,,24,,7,,52,,0,,,0,0,AP61,靜電集塵器,AP62,選擇無觸媒還原（ＳＮ,AP63,選擇觸媒還原（ＳＣＲ,,　,,　,99.6,0.0,0.0,50.3,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,C,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
792,25582,211,E5600841,10100203,EP71,FUL,3.59,2.472,0.0,2.06,20.389,105.927,0.0,0.0,22.9,0.002,2411,120.33636,22.53995,3916.8,,2.8,,56.3,,156,,11.7,,,,,,PP71,,24,,7,,52,,0,,,0,0,AP71,靜電集塵器,AP72,選擇無觸媒還原（ＳＮ,AP73,選擇觸媒還原（ＳＣＲ,AP74,ＦＧＤ濕式脫硫設備,,　,99.9,0.0,96.2,33.36,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,C,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
793,25583,211,E5600841,10100202,EP81,FUL,5.33,3.671,0.0,3.058,31.611,143.501,0.0,0.0,2.69,0.003,2411,120.35595,22.53942,3667.2,,2.8,,56.3,,55,,14.1,,,,,,PP81,,24,,7,,52,,0,,,0,0,AP81,靜電集塵器,AP82,選擇無觸媒還原（ＳＮ,AP83,選擇觸媒還原（ＳＣＲ,AP84,ＦＧＤ濕式脫硫設備,,　,99.0,0.0,98.0,41.86,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,C,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
794,25584,211,E5600841,10200704,EP91,FUL,3.827,2.636,0.0,2.196,218.55,144.359,0.0,0.0,0.0,0.002,2411,120.3514,22.54685,5967.1,,4.8,,75.0,,119,,8.6,,,,,,PP91,,24,,7,,52,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
795,25585,211,E5600841,10100401,EPA1,FUL,3.424,2.358,0.0,1.964,189.664,194.96,0.0,0.0,0.0,0.002,2411,120.35152,22.54675,6904.6,,4.8,,75.0,,132,,10.4,,,,,,PPA1,,24,,7,,52,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
796,25586,211,E5600841,10100401,EPB1,FUL,2.032,1.4,0.0,1.166,62.855,46.679,0.0,0.0,1794.889,0.001,2411,120.35087,22.5547,3851.8,,3.0,,75.0,,133,,9.0,,,,,,PPB1,,24,,7,,50,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
797,25587,211,E5600841,10100401,EPC1,FUL,7.271,5.007,0.0,4.171,288.576,172.71,0.0,0.0,2128.001,0.004,2411,120.33794,22.54783,9339.0,,4.0,,75.0,,156,,17.5,,,,,,PPC1,,24,,7,,50,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
798,25588,211,E5600841,20400202,ER11,FUL,6.875,4.824,0.0,4.102,39.314,70.826,0.0,0.0,0.0,0.004,2411,120.34144,22.54982,1298.3,,3.8,,70.0,,356,,5.0,,,,,,PR11,,24,,7,,50,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
799,25589,211,E5600841,20400202,ER13,FUL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.34261,22.54937,100.0,,1.2,,17.8,,120,,1.5,*,,,*,*,PR12,,24,,7,,50,,0,,,0,0,AR15,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.9,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
800,25590,211,E5600841,20400202,ER16,FUL,6.145,4.437,0.0,2.763,0.0,0.0,0.0,0.0,0.0,0.004,2411,120.34261,22.54937,100.0,,1.2,,17.8,,120,,1.5,*,,,*,*,PR12,,24,,7,,50,,0,,,0,0,AR11,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.9,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
801,25591,211,E5600841,,ER17,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.34262,22.54892,15.0,,0.84,,18.3,,120,,0.5,*,,,*,*,PR13,,24,,7,,50,,0,,,0,0,AR12,空氣逆洗式袋式集塵器,,　,,　,,　,,　,92.3,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
802,25592,211,E5600841,30400711,ER14,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.3431,22.54865,1.0,,0.44,,14.6,,120,,0.1,*,,,*,*,PR14,,24,,7,,50,,0,,,0,0,AR13,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.8,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,C,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
803,25593,211,E5600841,30600999,ER12,,0.122,0.079,0.0,0.056,0.0,0.276,0.0,0.0,0.0,0.0,2411,120.34203,22.55009,15.0,,1.8,,23.0,,120,,0.1,*,,,*,*,PR15,,12,,7,,50,,0,,,0,0,AR14,靜電集塵器,,　,,　,,　,,　,98.1,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
804,25594,211,E5600841,10200504,ER18,FUL,1.518,1.046,0.0,0.871,25.469,57.651,0.0,0.0,0.0,0.001,2411,120.34619,22.55244,1105.3,,2.3,,49.0,,386,,11.8,,,,,,PR16,,24,,7,,50,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
805,25595,211,E5600841,30501112,ER21,,2.094,1.469,0.0,1.249,12.379,32.749,0.008,0.006,12.039,0.001,2411,120.3519,22.55475,1257.9,,4.27,,61.5,,293,,3.3,,,,,,PR21,,24,,7,,50,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
806,25596,211,E5600841,30200733,ER22,,0.543,0.381,0.0,0.324,22.042,55.23,0.007,0.005,11.407,0.0,2411,120.35091,22.55431,1228.9,,4.0,,59.2,,316,,3.8,,,,,,PR22,,24,,7,,50,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
807,25597,211,E5600841,,ER23,,0.052,0.037,0.0,0.031,1.315,3.268,0.001,0.0,0.815,0.0,2411,120.35067,22.55447,222.1,,1.55,,20.3,,120,,8.2,,,,*,,PR23,*,24,*,5,*,48,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
808,25598,211,E5600841,,ER27,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35067,22.55431,557.4,,1.19,,15.9,,35,,9.7,,,,,,PR24,*,12,*,5,*,20,,0,,,0,0,AR21,其他袋式集塵器,,　,,　,,　,,　,97.9,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,C,C,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
809,25599,211,E5600841,,ER31,,0.0,0.0,0.0,0.0,9.6,20.552,0.0,0.0,0.0,0.0,2411,120.34448,22.54976,911.1,,3.5,,53.4,,266,,3.3,,,,,,PR31,,24,,7,,48,,0,,,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,-,B,A,-,-,-,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
810,25600,211,E5600841,30200733,ER41,,0.238,0.167,0.0,0.142,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.34448,22.54976,911.1,,3.5,,53.4,,266,,3.3,,,,,,PR31,,24,,7,,48,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
811,25601,211,E5600841,30200733,ER33,,0.523,0.367,0.0,0.312,15.938,40.223,0.0,0.0,0.82,0.0,2411,120.34474,22.54852,572.0,,1.9,,74.4,,267,,7.7,,,,,,PR32,,24,,7,,50,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
812,25602,211,E5600841,20100801,ER36,FUL,0.483,0.339,0.0,0.288,16.991,48.931,0.0,0.0,0.44,0.0,2411,120.34468,22.54917,936.0,,3.25,,64.5,,334,,4.6,,,,,,PR33,,24,,7,,50,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
813,25603,211,E5600841,,ER37,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.34796,22.55435,1.0,,0.3,,7.3,,100,,0.2,*,,,*,*,PR34,,24,,7,,50,,0,,,0,0,AR31,脈動式袋式集塵器,,　,,　,,　,,　,98.29,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
814,25604,211,E5600841,20400202,ER43,FUL,0.024,0.015,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35161,22.55392,30.0,,0.5,,17.0,,120,,2.5,*,,,*,*,PR41,,24,,7,,48,,0,,,0,0,AR41,洗滌塔,,　,,　,,　,,　,80.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
815,25605,211,E5600841,,TR41,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35161,22.55392,15.0,,0.5,,17.0,,120,,1.3,*,,,*,*,PR41,*,24,*,7,*,48,,0,,,0,0,AR41,洗滌塔,,　,,　,,　,,　,80.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
816,25606,211,E5600841,,TR42,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35161,22.55392,15.0,,0.5,,17.0,,120,,1.3,*,,,*,*,PR41,*,24,*,7,*,48,,0,,,0,0,AR41,洗滌塔,,　,,　,,　,,　,80.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
817,25607,211,E5600841,,TR43,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35161,22.55392,15.0,,0.5,,17.0,,120,,1.3,*,,,*,*,PR41,*,24,*,7,*,48,,0,,,0,0,AR41,洗滌塔,,　,,　,,　,,　,80.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
818,25608,211,E5600841,,,,0.024,0.015,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35165,22.5539,15.0,,0.6,,17.0,,120,,0.9,*,,,*,*,PR42,*,24,*,7,*,48,,0,,,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,-,-,-,-,-,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
819,25609,211,E5600841,20300204,ER45,FUL,0.07,0.043,0.0,0.029,0.051,0.143,0.001,0.001,0.12,0.0,2411,120.35146,22.55382,1.0,,0.39,,18.4,,120,,0.1,*,,,*,*,PR43,,24,,7,,48,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
820,25610,211,E5600841,40388804,ER51,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.34996,22.55004,1618.6,,3.24,,85.0,,289,,7.3,,,,,,PR51,,24,,7,,48,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
821,25611,211,E5600841,40388804,ER52,,0.838,0.588,0.0,0.5,23.219,60.754,0.0,0.0,0.0,0.0,2411,120.34981,22.54993,15.0,,3.24,,85.0,,150,,0.0,*,,,*,*,PR52,,24,,7,,48,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
822,25612,211,E5600841,30501112,ER53,,0.839,0.588,0.0,0.5,23.222,60.765,0.0,0.0,0.0,0.0,2411,120.34964,22.54981,1014.5,,3.24,,85.0,,253,,4.3,,,,,,PR53,,24,,7,,51,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
823,25613,211,E5600841,40388804,ER54,,0.917,0.643,0.0,0.547,47.101,63.876,0.0,0.0,0.0,0.001,2411,120.34948,22.54969,830.6,,3.24,,85.0,,216,,3.3,,,,,,PR54,,24,,7,,51,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
824,25614,211,E5600841,30501112,ER61,,1.63,1.144,0.0,0.973,77.658,82.976,0.0,0.0,0.0,0.001,2411,120.35268,22.55285,2748.1,,4.2,,90.0,,306,,7.7,,,,,,PR61,,24,,7,,50,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
825,25615,211,E5600841,30501112,ER62,,1.77,1.242,0.0,1.056,55.739,68.026,0.0,0.0,0.0,0.001,2411,120.35084,22.55474,1323.0,,4.2,,90.0,,293,,3.6,,,,,,PR62,,24,,7,,50,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
826,25616,211,E5600841,30400525,ER63,,2.634,1.678,0.0,1.348,0.0,0.0,0.0,0.0,0.0,0.002,2411,120.35077,22.55454,15.0,,2.64,,28.0,,120,,0.0,*,,,*,*,PR63,,24,,7,,50,,0,,,0,0,AR61,靜電集塵器,,　,,　,,　,,　,98.75,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
827,25617,211,E5600841,20101001,ER81,FUL,1.027,0.72,0.0,0.613,35.231,45.702,0.0,0.0,0.259,0.001,2411,120.34733,22.55473,886.8,,3.2,,63.5,,310,,4.4,,,,,,PR81,,24,,7,,48,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
828,25618,211,E5600841,39000889,ES11,,14.297,10.928,0.0,7.781,1048.801,541.005,0.0,0.0,0.0,0.008,2411,120.34805,22.54499,9699.1,,5.62,,98.0,,164,,16.7,,,,,,PS11,,24,,7,,50,,0,,,0,0,AS11,靜電集塵器,AS13,選擇觸媒還原（ＳＣＲ,,　,,　,,　,98.98,0.0,0.0,78.97,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
829,25619,211,E5600841,30300815,ES12,,56.704,40.941,0.0,27.609,0.0,0.0,0.0,0.0,0.0,0.032,2411,120.34985,22.5458,5657.3,,3.0,,25.2,,96,,18.6,,,,,,PS12,,24,,7,,51,,0,,,0,0,AS12,靜電集塵器,,　,,　,,　,,　,99.26,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
830,25620,211,E5600841,30300815,ES13,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.34985,22.5458,5657.3,,3.0,,25.2,,96,,18.6,,,,,,PS12,,24,,7,,51,,0,,,0,0,AS12,靜電集塵器,,　,,　,,　,,　,99.26,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
831,25621,211,E5600841,30300815,ES14,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.34985,22.5458,5657.3,,3.0,,25.2,,96,,18.6,,,,,,PS12,,24,,7,,51,,0,,,0,0,AS12,靜電集塵器,,　,,　,,　,,　,99.26,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
